?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/HAO_0001726>	"The thoracic muscle that inserts on the metatrochantin."	
<http://purl.obolibrary.org/obo/HAO_0002129>	"The setiferous patch that is located on the lateral wall of the galeo-lacinial complex proximally of the distolateral setiferous patch."	
<http://purl.obolibrary.org/obo/HAO_0000956>		
<http://purl.obolibrary.org/obo/HAO_0000471>	"The carina that extends along the lateral margin of abdominal tergite 3."	
<http://purl.obolibrary.org/obo/HAO_0002139>	"The area on the galeo-lacinial complex distal to the lacinial lobe that is covered with acanthae."	
<http://purl.obolibrary.org/obo/HAO_0000194>	"The area that is located medially on the pronotum and is delimited laterally by the epomial carina."	
<http://purl.obolibrary.org/obo/HAO_0002251>		
<http://purl.obolibrary.org/obo/HAO_0001316>	"The scrobe that is located medially on the hypostoma and accommodates the proboscis."	
<http://purl.obolibrary.org/obo/HAO_0000001>	"The profurcal muscle that arises from the mesofurcal bridge and inserts proximally of the profurca."	
<http://purl.obolibrary.org/obo/AISM_0004203>	"The conjunctiva of the pterothorax that surrounds the wing."@en	
<http://purl.obolibrary.org/obo/HAO_0000327>	"The leg segment that is distal to the trochanter and proximal to the tibia."	
<http://purl.obolibrary.org/obo/HAO_0000205>	"The wing region that is posterior to the claval furrow and anterior to the jugal fold."	
<http://purl.obolibrary.org/obo/HAO_0000410>	"The abdominal sternum that is the posteriormost visible sclerite located ventrally in the abdomen."	
<http://purl.obolibrary.org/obo/HAO_0002361>	"The sclerite that is connected to the pronotum, propleura, fore, middle and hind legs and the petiole via conjunctiva."	
<http://purl.obolibrary.org/obo/HAO_0000808>	"The pit that is located on upper face adjacent the anterior margin of the median ocellus and corresponds internally to a conical apodeme and not the tentorium."	
<http://purl.obolibrary.org/obo/HAO_0001057>	"The hypopharyngeal muscle that is unpaired and arises from the median anterior part of the tentorial bridge and inserts on the proximal part of the ventral wall of the cibarium or on the proximal margin of the sitophore, immediately distally to the point where the alimentary canal passes between the lateral arms of the sitophore."	
<http://purl.obolibrary.org/obo/AISM_0000146>	"The coxal muscle of the metacoxa."@en	
<http://purl.obolibrary.org/obo/HAO_0002227>	"The scrobe of the prementum that is adjacent to and extends lateral to the premental carina and accommodates the medial part of the posterior stipital sclerite."	
<http://purl.obolibrary.org/obo/HAO_0001379>	"The intrinsic leg muscle that arises medially from the profemur and inserts on the genuflexor plate of the fore leg."	
<http://purl.obolibrary.org/obo/AISM_0002069>	"The insect thoracic muscle that extends between the sternum and the pleura."@en	
<http://purl.obolibrary.org/obo/HAO_0001928>	"The area that is located anteroventrally on the lateral axillar area, accommodates the ventral part of the posterior extension of the preaxilla and bears the postmedian notal wing process."	
<http://purl.obolibrary.org/obo/HAO_0001484>	"The anatomical cluster that is composed of the auricle and the rastellum."	
<http://purl.obolibrary.org/obo/HAO_0000298>		
<http://purl.obolibrary.org/obo/HAO_0000872>	"The procoxal muscle that arises from the prosternum and inserts on the procoxa."	
<http://purl.obolibrary.org/obo/HAO_0000032>		
<http://purl.obolibrary.org/obo/HAO_0000745>	"The mandibular muscle that arises posterodorsally from the cranium and inserts on the tendon attached anteroproximally on the mandible."	
<http://purl.obolibrary.org/obo/HAO_0001253>	"The monocondylic joint that is composed of the mesotibia, the mesobasitarsus and the articular membrane of the mesotibio-mesobasitarsal joint."	
<http://purl.obolibrary.org/obo/HAO_0002003>	"The tergite that is located on the gaster."	
<http://purl.obolibrary.org/obo/HAO_0002150>	"The interstipital sclerite that is connected proximally to the postarticular portion of the postmentum."	
<http://purl.obolibrary.org/obo/HAO_0000727>	"The sclerite that is located on the pleuron."	
<http://purl.obolibrary.org/obo/HAO_0001682>	"The sclerite that is located on wall of the salivarium and corresponds to the site of insertion of the ventral premento-salivarial muscle."	
<http://purl.obolibrary.org/obo/HAO_0002378>	"The width that is the shortest."	
<http://purl.obolibrary.org/obo/HAO_0000264>	"The tentorio-labial muscle that arises from the cranium and inserts distally on the labium adjacent to the level of the salivary orifice."	
<http://purl.obolibrary.org/obo/HAO_0000342>	"The annulus that is located distally of the pedicel."	
<http://purl.obolibrary.org/obo/HAO_0000963>	"The area that is located in between the anal opening and the genitalia."	
<http://purl.obolibrary.org/obo/HAO_0001175>	"The pleurite that extends ventrally of the lateral margin of the tergum and dorsally of the coxopleurite."	
<http://purl.obolibrary.org/obo/HAO_0001417>	"The anatomical line that is the distance from the posteroventral corner of the metapleuron to the anteriormost part of the mesoscutum, measured in lateral view."	
<http://purl.obolibrary.org/obo/HAO_0000932>	"The sensillar patch that is located on the ventral surface of the male flagellomere."	
<http://purl.obolibrary.org/obo/HAO_0001754>	"The posterior region of the abdomen that is composed of the ovipositor and the distalmost abdominal tergum or the ovipositor and some of the distalmost abdominal terga."	
<http://purl.obolibrary.org/obo/HAO_0001813>	"The ovipositor muscle that arises medially from the posterodorsal part of female T9 and inserts on the median bridge of the second valvifers."	
<http://purl.obolibrary.org/obo/HAO_0002500>	"The sclerite that is between the propleuron and the procoxa. The intrinsic muscle of the propleuron inserts on the conjunctiva anterior to the prothoracic katepisternum."	
<http://purl.obolibrary.org/obo/HAO_0000377>	"The labial muscle that arises on the ventral part of the prementum, laterally to the ventral premento-salivarial muscle and inserts on the anterior glossal plate."	
<http://purl.obolibrary.org/obo/HAO_0000297>		
<http://purl.obolibrary.org/obo/HAO_0002278>	"The carina on the posterior face of the mesoscutellum that is dorsally convex."	
<http://purl.obolibrary.org/obo/HAO_0002478>	"The metalaterophragmal muscle that arises from the metanotum."	
<http://purl.obolibrary.org/obo/HAO_0001415>	"The lateral coxal condyle of the pleuron that is located on the lateral coxal articular process of the mesopleuron and inserts into the lateral mesopectal fossa of the mesocoxa."	
<http://purl.obolibrary.org/obo/HAO_0002487>	"The paracoxal ridge that is posterior to the site of origin of the posterior metapleuro-metabasalar muscle."	
<http://purl.obolibrary.org/obo/AISM_0000529>	"The region of cuticle that bears an anatomical collection that is composed of punctures."@en	
<http://purl.obolibrary.org/obo/HAO_0000728>	"The line of separation between the pleural region and the venter, lying mesad of the limb bases, but obscured when the latter are fused with the sterna."	
<http://purl.obolibrary.org/obo/HAO_0002330>	"The angle of the proximodistal axis of the seta to the contour line of the bodypart where the seta is located."	
<http://purl.obolibrary.org/obo/HAO_0002009>	"The area that is located anteriorly on the median mesoscutal lobe and is differently angled from the rest of the median mesoscutal lobe."	
<http://purl.obolibrary.org/obo/AISM_0000047>	"The cuticle of the appendage of the insect leg that is attached to the cuticle of tarsus by the tarso-pretarsal conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0002253>	"The distance that is the shortest between the compound eye and the anterior tentorial pit and the compound eye."	
<http://purl.obolibrary.org/obo/HAO_0002013>	"The carina that extends laterally on the mesonotum along the mesoscutal suprahumeral sulcus."	
<http://purl.obolibrary.org/obo/HAO_0001388>	"The articular process that is located on the ventral margin of the metapectus medially of the metacoxal foramen and bears the medial coxal condyle of the metapectus."	
<http://purl.obolibrary.org/obo/HAO_0001370>	"The pronoto-procoxal muscle that arises from the ventral bridge of the pronotum."	
<http://purl.obolibrary.org/obo/AISM_0000124>	"The conjunctiva of the mid leg joining the distal margin of a mesocoxa and the proximal margin of a mesotrochanter."@en	
<http://purl.obolibrary.org/obo/HAO_0002589>	"The ventral, usually weakly sclerotized region of the second valvulae, that is medially continuous with the rachises."	
<http://purl.obolibrary.org/obo/AISM_0004177>	"The conjunctiva that encircles the metafemur by joining the distal margin of the metatrochanter and the proximal margin of the metafemur."@en	
<http://purl.obolibrary.org/obo/AISM_0004018>	"The conjunctiva of the insect maxilla that connects the clypeus and the labrum."@en	
<http://purl.obolibrary.org/obo/HAO_0001742>	"The fore wing third axillary muscle that arises anteroventrally from the mesopleuron."	
<http://purl.obolibrary.org/obo/HAO_0000959>		
<http://purl.obolibrary.org/obo/AISM_0004318>	"The antenna that has scapus, pedicellus, and flagellomeres 1-8, and does not have flagellomere 9."@en	
<http://purl.obolibrary.org/obo/AISM_0004052>	"The sense organ of the insect head that is covered by the eye cuticle."@en	
<http://purl.obolibrary.org/obo/HAO_0000699>	"The area that is lateral on the cranium between the frontal and occipital areas, separated above by the coronal suture."	
<http://purl.obolibrary.org/obo/HAO_0000918>	"The ridge that extends along the anterior margin of the mesoscutellum and corresponds to the scutoscutellar suture."	
<http://purl.obolibrary.org/obo/HAO_0001513>	"The articular process that is located laterally on the distal margin of the protrochanter and bears the femoral condyle of the metatrochanter."	
<http://purl.obolibrary.org/obo/HAO_0000711>	"The anatomical cluster that comprises the ventral margin of the cranium, including the clypeus, the pleurostoma, and the hyperstoma."	
<http://purl.obolibrary.org/obo/HAO_0000517>	"The gonossiculal muscle that arises ventromedially from the gonostyle/volsella complex and inserts laterally on the gonossiculus."	
<http://purl.obolibrary.org/obo/HAO_0000624>	"The carina that delimits laterally the metascutellum."	
<http://purl.obolibrary.org/obo/HAO_0001217>	"The area that is located on the epicnemial carina anteriorly of the site of origin of the omaulus."	
<http://purl.obolibrary.org/obo/HAO_0000120>	"The fossa that is located posterolaterally on the preaxilla and articulates with the anterior condyle of the first axillary sclerite of the fore wing."	
<http://purl.obolibrary.org/obo/HAO_0002318>	"The petiolar area posterior to the posterior petiolar constriction."	
<http://purl.obolibrary.org/obo/HAO_0000291>	"The conjunctiva that connects the gonopore with the penisvalvae."	
<http://purl.obolibrary.org/obo/HAO_0001667>	"The region that is smooth, located laterally of the frontal carina and is surrounded by sculptured regions of the upper face."	
<http://purl.obolibrary.org/obo/HAO_0001203>	"The carina that delimits posteriorly the metepisternal depression."	
<http://purl.obolibrary.org/obo/HAO_0000491>	"The depression that is located laterally and proximally on abdominal tergum 2."	
<http://purl.obolibrary.org/obo/HAO_0001609>	"The acrosternite that is located on abdominal sternum 2."	
<http://purl.obolibrary.org/obo/HAO_0000492>	"The apodeme that is located laterally on the postnotum."	
<http://purl.obolibrary.org/obo/HAO_0001841>	"The laterosternite that is located on abdominal sternum 5."	
<http://purl.obolibrary.org/obo/HAO_0001621>	"The area that is extends along the extreme posterior margin of the mesopleuron anterior to mesocoxa and is delimited anteriorly by an impression."	
